class,family,genus,id,kingdom,name,order,phylum
2,35,1,0,2,822,6,2
2,35,1,1,2,114,6,2
2,35,1,2,2,362,6,2
2,35,1,3,2,929,6,2
2,35,1,4,2,878,6,2
2,35,1,5,2,165,6,2
2,35,1,6,2,268,6,2
2,35,1,7,2,520,6,2
2,35,1,8,2,232,6,2
2,35,1,9,2,90,6,2
2,35,1,10,2,285,6,2
2,35,1,11,2,491,6,2
0,12,28,12,1,430,2,3
0,12,28,13,1,828,2,3
0,12,28,14,1,241,2,3
0,12,28,15,1,545,2,3
0,12,28,16,1,751,2,3
0,12,28,17,1,357,2,3
0,12,28,18,1,400,2,3
0,12,28,19,1,212,2,3
0,12,28,20,1,406,2,3
0,12,28,21,1,227,2,3
0,12,28,22,1,307,2,3
0,51,17,23,1,348,30,3
0,51,17,24,1,441,30,3
0,51,17,25,1,77,30,3
0,51,17,26,1,642,30,3
0,51,17,27,1,281,30,3
0,51,17,28,1,538,30,3
0,51,17,29,1,909,30,3
0,51,17,30,1,601,30,3
0,51,17,31,1,472,30,3
0,51,17,32,1,144,30,3
0,51,65,33,1,475,30,3
0,51,65,34,1,608,30,3
0,51,65,35,1,786,30,3
0,51,65,36,1,634,30,3
0,51,65,37,1,953,30,3
0,51,65,38,1,231,30,3
0,51,65,39,1,139,30,3
0,51,65,40,1,793,30,3
0,51,65,41,1,59,30,3
0,51,65,42,1,734,30,3
0,31,56,43,1,706,30,3
0,31,56,44,1,22,30,3
0,31,56,45,1,238,30,3
0,31,56,46,1,810,30,3
0,31,56,47,1,853,30,3
0,31,56,48,1,75,30,3
0,31,56,49,1,62,30,3
0,31,56,50,1,674,30,3
0,31,56,51,1,423,30,3
0,31,56,52,1,446,30,3
0,31,56,53,1,944,30,3
0,31,56,54,1,33,30,3
0,31,56,55,1,110,30,3
0,31,56,56,1,946,30,3
0,31,56,57,1,898,30,3
0,31,68,58,1,301,30,3
0,31,68,59,1,806,30,3
0,31,68,60,1,451,30,3
0,31,68,61,1,627,30,3
0,31,68,62,1,154,30,3
0,31,68,63,1,369,30,3
0,31,68,64,1,300,30,3
0,31,68,65,1,881,30,3
0,31,68,66,1,912,30,3
0,31,68,67,1,58,30,3
0,31,35,68,1,661,30,3
0,31,35,69,1,551,30,3
0,31,35,70,1,142,30,3
0,31,35,71,1,739,30,3
0,31,35,72,1,656,30,3
0,31,35,73,1,215,30,3
0,31,35,74,1,147,30,3
0,31,35,75,1,861,30,3
0,31,35,76,1,682,30,3
0,31,35,77,1,89,30,3
0,31,35,78,1,508,30,3
0,31,35,79,1,36,30,3
0,6,32,80,1,81,14,3
0,6,32,81,1,72,14,3
0,6,32,82,1,646,14,3
0,6,32,83,1,354,14,3
0,6,32,84,1,591,14,3
0,6,32,85,1,478,14,3
0,6,32,86,1,137,14,3
0,6,32,87,1,752,14,3
0,6,32,88,1,506,14,3
0,6,32,89,1,637,14,3
0,6,32,90,1,980,14,3
0,2,55,91,1,581,14,3
0,2,55,92,1,938,14,3
0,2,55,93,1,916,14,3
0,2,55,94,1,44,14,3
0,2,55,95,1,648,14,3
0,2,55,96,1,915,14,3
0,2,55,97,1,489,14,3
0,2,55,98,1,222,14,3
0,2,55,99,1,688,14,3
0,2,55,100,1,398,14,3
0,2,55,101,1,465,14,3
0,2,55,102,1,524,14,3
0,2,55,103,1,14,14,3
0,2,55,104,1,543,14,3
0,2,55,105,1,355,14,3
0,2,55,106,1,487,14,3
0,2,55,107,1,374,14,3
0,2,55,108,1,100,14,3
0,2,55,109,1,949,14,3
0,2,55,110,1,29,14,3
0,2,55,111,1,926,14,3
0,2,55,112,1,952,14,3
0,2,55,113,1,178,14,3
0,41,24,114,1,564,18,3
0,41,24,115,1,464,18,3
0,41,24,116,1,696,18,3
0,41,24,117,1,293,18,3
0,41,24,118,1,276,18,3
0,41,24,119,1,30,18,3
0,41,24,120,1,733,18,3
0,41,24,121,1,192,18,3
0,41,24,122,1,359,18,3
0,41,24,123,1,700,18,3
0,41,24,124,1,694,18,3
0,41,24,125,1,115,18,3
0,41,24,126,1,521,18,3
0,41,24,127,1,83,18,3
0,41,24,128,1,731,18,3
0,41,24,129,1,936,18,3
0,41,24,130,1,456,18,3
0,41,24,131,1,443,18,3
0,41,24,132,1,677,18,3
0,41,24,133,1,823,18,3
0,41,24,134,1,664,18,3
0,41,24,135,1,992,18,3
0,41,24,136,1,407,18,3
0,41,24,137,1,418,18,3
0,41,24,138,1,993,18,3
0,22,51,139,1,988,18,3
0,22,51,140,1,468,18,3
0,22,51,141,1,134,18,3
0,22,51,142,1,101,18,3
0,22,51,143,1,367,18,3
0,22,51,144,1,942,18,3
0,22,51,145,1,906,18,3
0,22,51,146,1,930,18,3
0,22,51,147,1,87,18,3
0,22,51,148,1,834,18,3
0,22,51,149,1,919,18,3
0,22,51,150,1,509,18,3
0,22,51,151,1,717,18,3
0,22,51,152,1,555,18,3
8,46,3,153,1,200,25,0
8,46,3,154,1,577,25,0
8,46,3,155,1,382,25,0
8,46,3,156,1,317,25,0
8,46,3,157,1,923,25,0
8,46,3,158,1,1008,25,0
8,46,3,159,1,803,25,0
8,46,3,160,1,559,25,0
8,46,3,161,1,84,25,0
8,46,3,162,1,339,25,0
4,44,52,163,1,104,12,0
4,44,52,164,1,862,12,0
4,44,52,165,1,474,12,0
4,44,52,166,1,49,12,0
4,44,52,167,1,560,12,0
4,44,52,168,1,659,12,0
4,44,52,169,1,375,12,0
4,44,52,170,1,219,12,0
4,44,52,171,1,131,12,0
4,44,52,172,1,363,12,0
4,44,52,173,1,455,12,0
4,44,52,174,1,396,12,0
4,44,52,175,1,1005,12,0
4,44,52,176,1,466,12,0
4,44,52,177,1,205,12,0
4,44,52,178,1,379,12,0
4,44,52,179,1,797,12,0
4,44,52,180,1,583,12,0
4,33,43,181,1,794,12,0
4,33,43,182,1,562,12,0
4,33,43,183,1,67,12,0
4,33,43,184,1,201,12,0
4,33,43,185,1,337,12,0
4,33,43,186,1,968,12,0
4,33,43,187,1,743,12,0
4,33,43,188,1,922,12,0
4,33,43,189,1,103,12,0
4,33,43,190,1,757,12,0
4,33,43,191,1,336,12,0
4,52,34,192,1,403,12,0
4,52,34,193,1,315,12,0
4,52,34,194,1,395,12,0
4,52,34,195,1,889,12,0
4,52,34,196,1,80,12,0
4,52,34,197,1,141,12,0
4,52,34,198,1,133,12,0
4,52,34,199,1,331,12,0
4,52,34,200,1,596,12,0
4,52,34,201,1,754,12,0
7,45,9,202,1,787,16,0
7,45,9,203,1,705,16,0
7,45,9,204,1,766,16,0
7,45,9,205,1,313,16,0
7,45,9,206,1,346,16,0
7,45,9,207,1,130,16,0
7,45,9,208,1,718,16,0
7,45,9,209,1,328,16,0
7,45,9,210,1,136,16,0
7,45,9,211,1,586,16,0
7,8,38,212,1,549,16,0
7,8,38,213,1,45,16,0
7,8,38,214,1,202,16,0
7,8,38,215,1,312,16,0
7,8,38,216,1,460,16,0
7,8,38,217,1,759,16,0
7,8,38,218,1,151,16,0
7,8,38,219,1,195,16,0
7,8,38,220,1,701,16,0
7,8,38,221,1,686,16,0
7,8,38,222,1,568,16,0
7,8,38,223,1,818,16,0
7,11,53,224,1,186,16,0
7,11,53,225,1,602,16,0
7,11,53,226,1,384,16,0
7,11,53,227,1,265,16,0
7,11,53,228,1,419,16,0
7,11,53,229,1,299,16,0
7,11,53,230,1,206,16,0
7,11,53,231,1,735,16,0
7,11,53,232,1,277,16,0
7,11,53,233,1,405,16,0
7,11,53,234,1,724,16,0
7,10,21,235,1,501,16,0
7,10,21,236,1,388,16,0
7,10,21,237,1,476,16,0
7,10,21,238,1,461,16,0
7,10,21,239,1,218,16,0
7,10,21,240,1,845,16,0
7,10,21,241,1,749,16,0
7,10,21,242,1,167,16,0
7,10,21,243,1,932,16,0
7,10,21,244,1,858,16,0
7,10,21,245,1,162,16,0
7,10,21,246,1,507,16,0
7,10,21,247,1,338,16,0
7,10,21,248,1,198,16,0
7,10,21,249,1,981,16,0
7,10,21,250,1,773,16,0
7,10,21,251,1,351,16,0
7,10,21,252,1,457,16,0
7,10,21,253,1,25,16,0
7,10,21,254,1,638,16,0
7,10,21,255,1,516,16,0
7,10,21,256,1,273,16,0
7,5,36,257,1,829,16,0
7,5,36,258,1,240,16,0
7,5,36,259,1,438,16,0
7,5,36,260,1,819,16,0
7,5,36,261,1,143,16,0
7,5,36,262,1,950,16,0
7,5,36,263,1,372,16,0
7,5,36,264,1,699,16,0
7,5,36,265,1,409,16,0
7,5,36,266,1,297,16,0
7,14,40,267,1,814,24,0
7,14,40,268,1,825,24,0
7,14,40,269,1,327,24,0
7,14,40,270,1,341,24,0
7,14,40,271,1,597,24,0
7,14,40,272,1,600,24,0
7,14,40,273,1,639,24,0
7,14,40,274,1,978,24,0
7,14,40,275,1,453,24,0
7,14,40,276,1,641,24,0
7,14,40,277,1,450,24,0
7,14,40,278,1,782,24,0
7,14,40,279,1,112,24,0
7,14,40,280,1,660,24,0
7,14,40,281,1,887,24,0
7,17,19,282,1,607,24,0
7,17,19,283,1,50,24,0
7,17,19,284,1,534,24,0
7,17,19,285,1,145,24,0
7,17,19,286,1,318,24,0
7,17,19,287,1,876,24,0
7,17,19,288,1,698,24,0
7,17,19,289,1,108,24,0
7,17,19,290,1,695,24,0
7,17,19,291,1,158,24,0
7,17,19,292,1,616,24,0
7,17,19,293,1,859,24,0
7,17,19,294,1,350,24,0
7,17,19,295,1,557,24,0
7,17,12,296,1,76,24,0
7,17,12,297,1,954,24,0
7,17,12,298,1,650,24,0
7,17,12,299,1,943,24,0
7,17,12,300,1,191,24,0
7,17,12,301,1,223,24,0
7,17,12,302,1,319,24,0
7,17,12,303,1,685,24,0
7,17,12,304,1,1009,24,0
7,17,12,305,1,969,24,0
7,17,12,306,1,442,24,0
7,49,6,307,1,958,24,0
7,49,6,308,1,554,24,0
7,49,6,309,1,224,24,0
7,49,6,310,1,976,24,0
7,49,6,311,1,156,24,0
7,49,6,312,1,43,24,0
7,49,6,313,1,401,24,0
7,49,6,314,1,3,24,0
7,49,6,315,1,788,24,0
7,49,6,316,1,303,24,0
7,49,6,317,1,813,24,0
7,26,14,318,1,769,20,0
7,26,14,319,1,462,20,0
7,26,14,320,1,838,20,0
7,26,14,321,1,210,20,0
7,26,14,322,1,370,20,0
7,26,14,323,1,0,20,0
7,26,14,324,1,54,20,0
7,26,14,325,1,480,20,0
7,26,14,326,1,235,20,0
7,26,14,327,1,168,20,0
5,19,63,328,0,2,5,1
5,19,63,329,0,589,5,1
5,19,63,330,0,744,5,1
5,19,63,331,0,882,5,1
5,19,63,332,0,467,5,1
5,19,63,333,0,716,5,1
5,19,63,334,0,79,5,1
5,19,63,335,0,267,5,1
5,19,63,336,0,569,5,1
5,19,63,337,0,891,5,1
5,19,63,338,0,668,5,1
5,19,63,339,0,415,5,1
5,19,63,340,0,605,5,1
5,23,4,341,0,41,5,1
5,23,4,342,0,697,5,1
5,23,4,343,0,666,5,1
5,23,4,344,0,71,5,1
5,23,4,345,0,321,5,1
5,23,4,346,0,767,5,1
5,23,4,347,0,886,5,1
5,23,4,348,0,723,5,1
5,23,4,349,0,831,5,1
5,23,4,350,0,1003,5,1
5,23,4,351,0,647,5,1
5,23,4,352,0,188,5,1
5,0,49,353,0,510,21,1
5,0,49,354,0,211,21,1
5,0,49,355,0,528,21,1
5,0,49,356,0,196,21,1
5,0,49,357,0,948,21,1
5,0,49,358,0,183,21,1
5,0,49,359,0,614,21,1
5,0,49,360,0,420,21,1
5,0,49,361,0,155,21,1
5,0,49,362,0,617,21,1
5,0,45,363,0,745,21,1
5,0,45,364,0,173,21,1
5,0,45,365,0,807,21,1
5,0,45,366,0,427,21,1
5,0,45,367,0,975,21,1
5,0,45,368,0,292,21,1
5,0,45,369,0,736,21,1
5,0,45,370,0,611,21,1
5,0,45,371,0,603,21,1
5,0,45,372,0,681,21,1
5,0,45,373,0,449,21,1
5,0,45,374,0,710,21,1
5,0,45,375,0,572,21,1
5,0,31,376,0,689,21,1
5,0,31,377,0,485,21,1
5,0,31,378,0,256,21,1
5,0,31,379,0,790,21,1
5,0,31,380,0,977,21,1
5,0,31,381,0,892,21,1
5,0,31,382,0,216,21,1
5,0,31,383,0,416,21,1
5,0,31,384,0,565,21,1
5,0,31,385,0,366,21,1
5,0,31,386,0,463,21,1
5,0,31,387,0,270,21,1
5,0,31,388,0,226,21,1
5,0,31,389,0,753,21,1
5,0,33,390,0,762,21,1
5,0,33,391,0,4,21,1
5,0,33,392,0,947,21,1
5,0,33,393,0,777,21,1
5,0,33,394,0,663,21,1
5,0,33,395,0,381,21,1
5,0,33,396,0,105,21,1
5,0,33,397,0,561,21,1
5,0,33,398,0,314,21,1
5,0,33,399,0,353,21,1
5,25,16,400,0,473,8,1
5,25,16,401,0,166,8,1
5,25,16,402,0,514,8,1
5,25,16,403,0,199,8,1
5,25,16,404,0,7,8,1
5,25,16,405,0,129,8,1
5,25,16,406,0,266,8,1
5,25,16,407,0,519,8,1
5,25,16,408,0,804,8,1
5,25,16,409,0,274,8,1
5,25,16,410,0,153,8,1
5,25,16,411,0,253,8,1
5,25,16,412,0,776,8,1
5,25,16,413,0,94,8,1
5,25,16,414,0,547,8,1
5,25,16,415,0,902,8,1
5,50,8,416,0,249,28,1
5,50,8,417,0,740,28,1
5,50,8,418,0,503,28,1
5,50,8,419,0,857,28,1
5,50,8,420,0,184,28,1
5,50,8,421,0,802,28,1
5,50,8,422,0,493,28,1
5,50,8,423,0,575,28,1
5,50,8,424,0,678,28,1
5,50,8,425,0,789,28,1
5,50,8,426,0,414,28,1
5,50,8,427,0,214,28,1
5,50,8,428,0,302,28,1
5,50,42,429,0,847,28,1
5,50,42,430,0,279,28,1
5,50,42,431,0,799,28,1
5,50,42,432,0,901,28,1
5,50,42,433,0,361,28,1
5,50,42,434,0,556,28,1
5,50,42,435,0,124,28,1
5,50,42,436,0,93,28,1
5,50,42,437,0,174,28,1
5,50,42,438,0,159,28,1
5,50,42,439,0,243,28,1
5,50,42,440,0,46,28,1
5,50,42,441,0,927,28,1
5,20,37,442,0,795,4,1
5,20,37,443,0,982,4,1
5,20,37,444,0,378,4,1
5,20,37,445,0,469,4,1
5,20,37,446,0,1006,4,1
5,20,37,447,0,883,4,1
5,20,37,448,0,380,4,1
5,20,37,449,0,566,4,1
5,20,37,450,0,404,4,1
5,20,37,451,0,10,4,1
5,20,37,452,0,306,4,1
5,20,37,453,0,895,4,1
5,20,37,454,0,548,4,1
5,53,57,455,0,127,17,1
5,53,57,456,0,28,17,1
5,53,57,457,0,645,17,1
5,53,57,458,0,833,17,1
5,53,57,459,0,960,17,1
5,53,57,460,0,209,17,1
5,53,57,461,0,263,17,1
5,53,57,462,0,640,17,1
5,53,57,463,0,479,17,1
5,53,57,464,0,323,17,1
5,7,66,465,0,816,1,1
5,7,66,466,0,272,1,1
5,7,66,467,0,221,1,1
5,7,66,468,0,477,1,1
5,7,66,469,0,644,1,1
5,7,66,470,0,18,1,1
5,7,66,471,0,872,1,1
5,7,66,472,0,671,1,1
5,7,66,473,0,863,1,1
5,7,66,474,0,437,1,1
5,7,66,475,0,283,1,1
5,7,66,476,0,747,1,1
5,7,66,477,0,24,1,1
5,39,54,478,0,1000,1,1
5,39,54,479,0,866,1,1
5,39,54,480,0,435,1,1
5,39,54,481,0,598,1,1
5,39,54,482,0,999,1,1
5,39,54,483,0,73,1,1
5,39,54,484,0,385,1,1
5,39,54,485,0,248,1,1
5,39,54,486,0,985,1,1
5,39,54,487,0,632,1,1
5,39,54,488,0,540,1,1
5,39,54,489,0,670,1,1
5,34,15,490,0,5,3,1
5,34,15,491,0,161,3,1
5,34,15,492,0,433,3,1
5,34,15,493,0,325,3,1
5,34,15,494,0,974,3,1
5,34,15,495,0,904,3,1
5,34,15,496,0,356,3,1
5,34,15,497,0,417,3,1
5,34,15,498,0,837,3,1
5,34,15,499,0,815,3,1
5,34,15,500,0,973,3,1
5,34,15,501,0,651,3,1
5,34,15,502,0,867,3,1
5,36,18,503,0,746,23,1
5,36,18,504,0,251,23,1
5,36,18,505,0,399,23,1
